Date,Close,High,Low,Open,Volume,Symbol,Adj Close
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,
2024-05-24,1440.4874267578125,1450.7127387884402,1435.4731268255662,1443.5845331929024,5277938,INFY.NS,1440.4874267578125
2024-05-27,1446.6324462890625,1454.7438527388651,1435.7189416150716,1447.1240466799595,5821844,INFY.NS,1446.6324462890625
2024-05-28,1442.4046630859375,1451.2042615147818,1435.7680582314492,1450.71266115519,6186922,INFY.NS,1442.4046630859375
2024-05-29,1426.5750732421875,1440.8806920927175,1425.641080542095,1440.7823960221217,7401634,INFY.NS,1426.5750732421875
2024-05-30,1403.4698486328125,1425.4935692178785,1397.6690602811555,1418.5620760110332,9663150,INFY.NS,1403.4698486328125
2024-05-31,1391.061279296875,1420.5752067295282,1384.2389346938157,1393.928655515095,37113815,INFY.NS,1391.061279296875
2024-06-03,1390.072509765625,1423.7885904417358,1388.1938756806924,1423.7885904417358,10589244,INFY.NS,1390.072509765625
2024-06-04,1377.9603271484375,1399.0699449345661,1343.0576858974464,1393.1374928712394,13736134,INFY.NS,1377.9603271484375
2024-06-05,1414.0,1421.8110864360426,1384.3872234948608,1384.3872234948608,9233424,INFY.NS,1414.0
2024-06-06,1455.675537109375,1457.7025066654837,1421.316749597369,1428.6828298646863,12660930,INFY.NS,1455.675537109375
2024-06-07,1516.3348388671875,1522.3661414522455,1460.6192464633557,1464.3270292856523,24075302,INFY.NS,1516.3348388671875
2024-06-10,1482.8658447265625,1512.577590710621,1480.4434750556031,1508.1282516199265,6810606,INFY.NS,1482.8658447265625
2024-06-11,1478.910888671875,1489.4903800951365,1477.1311047427057,1483.1625276715306,4853054,INFY.NS,1478.910888671875
2024-06-12,1468.4796142578125,1491.7645373360758,1466.0572445634243,1490.0342387840703,9564320,INFY.NS,1468.4796142578125
2024-06-13,1477.131103515625,1488.056751196517,1472.5829143289184,1478.169330922786,7307565,INFY.NS,1477.131103515625
2024-06-14,1472.1380615234375,1486.7713714372505,1469.3201708217953,1486.7713714372505,4237727,INFY.NS,1472.1380615234375
2024-06-18,1481.333251953125,1490.0342300420084,1478.5648467037877,1480.1468098028445,5420939,INFY.NS,1481.333251953125
2024-06-19,1494.3353271484375,1498.5869663955543,1479.8502314530917,1488.0568390431806,5493456,INFY.NS,1494.3353271484375
2024-06-20,1498.3397216796875,1500.4160558385076,1482.223178040366,1499.2296136609104,7927010,INFY.NS,1498.3397216796875
2024-06-21,1515.4449462890625,1540.2129838112476,1506.5462675188483,1527.6065222201107,17301941,INFY.NS,1515.4449462890625
2024-06-24,1509.9573974609375,1511.8853961182992,1498.3396787453364,1507.3866923524395,5564989,INFY.NS,1509.9573974609375
2024-06-25,1524.5908203125,1526.5189398093207,1503.2340152668712,1508.8204322252652,4551525,INFY.NS,1524.5908203125
2024-06-26,1523.3548583984375,1531.4131304051218,1517.7190768799755,1523.6515292977476,4851004,INFY.NS,1523.3548583984375
2024-06-27,1555.6373291015625,1560.6305248893534,1514.8023535712855,1521.1302063332462,14757754,INFY.NS,1555.6373291015625
2024-06-28,1549.111572265625,1570.61671137319,1546.63971719579,1554.8463243060617,8197544,INFY.NS,1549.111572265625
2024-07-01,1572.890869140625,1581.8883974717737,1541.9431953322917,1541.9431953322917,6801771,INFY.NS,1572.890869140625
2024-07-02,1602.8004150390625,1615.4068767004535,1568.6393275134976,1578.2300775186434,10493173,INFY.NS,1602.8004150390625
2024-07-03,1609.078857421875,1617.5820150242344,1587.919753135037,1606.7058523315286,7269965,INFY.NS,1609.078857421875
2024-07-04,1632.067138671875,1641.3118529816875,1609.6721064181852,1609.869806555785,8008311,INFY.NS,1632.067138671875
2024-07-05,1628.903076171875,1647.09595441281,1614.961837113569,1632.8580444548586,7065022,INFY.NS,1628.903076171875
2024-07-08,1642.9432373046875,1647.244241045759,1621.536947968214,1624.6020241574806,5880533,INFY.NS,1642.9432373046875
2024-07-09,1638.493896484375,1647.985795933563,1632.4131087963476,1641.2129370956347,5191182,INFY.NS,1638.493896484375
2024-07-10,1629.694091796875,1655.1541997075497,1619.1146000891124,1638.3455847762305,9852770,INFY.NS,1629.694091796875
2024-07-11,1634.093994140625,1646.2555700536777,1623.5639875016302,1637.356891296631,8857679,INFY.NS,1634.093994140625
2024-07-12,1692.479248046875,1700.3891846523227,1647.8870045728747,1661.0866871440046,17078316,INFY.NS,1692.479248046875
2024-07-15,1687.8321533203125,1708.5462508493542,1683.4816641905138,1706.766466892966,6942230,INFY.NS,1687.8321533203125
2024-07-16,1706.6182861328125,1718.3348554402428,1680.8615071130416,1699.2520853457738,6886281,INFY.NS,1706.6182861328125
2024-07-18,1738.258056640625,1745.5252867669142,1699.6476302577444,1699.6476302577444,11248896,INFY.NS,1738.258056640625
2024-07-19,1772.7650146484375,1823.24034470405,1766.338191307561,1823.24034470405,29819116,INFY.NS,1772.7650146484375
2024-07-22,1790.4635009765625,1802.4767409150693,1772.764994301763,1779.8840094152727,8462126,INFY.NS,1790.4635009765625
2024-07-23,1816.2203369140625,1819.2359278172223,1763.1743005910796,1789.6231510275363,7113056,INFY.NS,1816.2203369140625
2024-07-24,1813.303466796875,1821.608924304843,1799.1150422644587,1816.813549415664,6002845,INFY.NS,1813.303466796875
2024-07-25,1804.305908203125,1810.2878458920018,1791.6005969829364,1799.510533393457,5815599,INFY.NS,1804.305908203125
2024-07-26,1857.7474365234375,1861.8012547338872,1804.800252190318,1804.800252190318,11369047,INFY.NS,1857.7474365234375
2024-07-29,1850.0352783203125,1881.576174753072,1843.0152337045329,1872.281975079085,4635931,INFY.NS,1850.0352783203125
2024-07-30,1856.0172119140625,1858.7856173089488,1839.0602611731742,1850.0352740764486,2721265,INFY.NS,1856.0172119140625
2024-07-31,1847.21728515625,1863.9270494903697,1844.0533589598933,1855.8687778607152,5004209,INFY.NS,1847.21728515625
2024-08-01,1831.7435302734375,1846.8713321859477,1824.327964766531,1835.2041275099937,7475014,INFY.NS,1831.7435302734375
2024-08-02,1800.697021484375,1838.5658912936087,1795.703946415569,1822.2516470309874,7400938,INFY.NS,1800.697021484375
2024-08-05,1732.17724609375,1777.2638600737969,1699.2027223979335,1764.8550988919399,10736703,INFY.NS,1732.17724609375
2024-08-06,1731.38623046875,1776.7200306535497,1725.2065924747465,1740.3837592488085,7690163,INFY.NS,1731.38623046875
2024-08-07,1771.479736328125,1777.6593742044852,1742.2623601702733,1775.7807401508612,5094329,INFY.NS,1771.479736328125
2024-08-08,1723.5257568359375,1759.91139245447,1707.6563983950045,1759.91139245447,6227910,INFY.NS,1723.5257568359375
2024-08-09,1750.81494140625,1760.7023616598503,1736.23099653219,1751.3093124189302,4258524,INFY.NS,1750.81494140625
2024-08-12,1777.1650390625,1783.1963416124136,1748.1948478346778,1753.089193549223,4315329,INFY.NS,1777.1650390625
2024-08-13,1777.21435546875,1789.6231165163863,1768.9090187776696,1789.6231165163863,4176918,INFY.NS,1777.21435546875
2024-08-14,1802.7239990234375,1804.4542976650341,1777.214405057477,1781.7132298040501,7450718,INFY.NS,1802.7239990234375
2024-08-16,1838.02197265625,1840.8893487203159,1808.9035677667387,1829.1727796493396,7335657,INFY.NS,1838.02197265625
2024-08-19,1843.8062744140625,1846.5253151272077,1828.381801448105,1839.0602641636058,2585989,INFY.NS,1843.8062744140625
2024-08-20,1851.122802734375,1864.4708203012337,1847.167834566417,1858.8350389403133,3870333,INFY.NS,1851.122802734375
2024-08-21,1851.6171875,1857.8463106891932,1846.0802561629678,1853.9901925575998,1966902,INFY.NS,1851.6171875
2024-08-22,1859.082275390625,1872.3314432555287,1848.650998283393,1862.7900581496808,4300287,INFY.NS,1859.082275390625
2024-08-23,1841.1365966796875,1861.4058092497896,1836.0940362282875,1857.0553199735814,5015935,INFY.NS,1841.1365966796875
2024-08-26,1855.0284423828125,1867.4865682155496,1843.015202199224,1848.947654566818,3728589,INFY.NS,1855.0284423828125
2024-08-27,1878.708740234375,1881.3289307993468,1852.8037468694145,1855.0284164761933,3830679,INFY.NS,1878.708740234375
2024-08-28,1917.2696533203125,1929.0357076600114,1876.0391587953377,1885.4322081150558,6514531,INFY.NS,1917.2696533203125
2024-08-29,1911.58447265625,1928.5414234357702,1899.2746820616776,1911.2384370681077,7228284,INFY.NS,1911.58447265625
2024-08-30,1921.81787109375,1928.0469942767568,1906.2946692131216,1916.182089696592,13466759,INFY.NS,1921.81787109375
2024-09-02,1942.3837890625,1953.5071373073222,1920.928134504242,1921.4718702230236,5573739,INFY.NS,1942.3837890625
2024-09-03,1919.3955078125,1944.8556156431102,1914.6494976860436,1944.8556156431102,4694322,INFY.NS,1919.3955078125
2024-09-04,1900.80712890625,1905.5036537009792,1878.659403273211,1899.4723512616954,4778310,INFY.NS,1900.80712890625
2024-09-05,1911.38671875,1918.1595776556048,1888.101795186121,1904.564374463458,4081810,INFY.NS,1911.38671875
2024-09-06,1880.4390869140625,1914.6990238739456,1875.495376550329,1900.3622638191189,5848106,INFY.NS,1880.4390869140625
2024-09-09,1873.3201904296875,1899.2251844317982,1867.7337735849421,1868.722515656718,4772612,INFY.NS,1873.3201904296875
2024-09-10,1890.771484375,1913.2158807963608,1874.6549405632559,1883.4547690120723,6909600,INFY.NS,1890.771484375
2024-09-11,1888.6456298828125,1904.317167061319,1883.5535842428933,1893.1443337425083,5312946,INFY.NS,1888.6456298828125
2024-09-12,1928.491943359375,1934.3750311581994,1889.2884164096236,1903.3285056795914,8555092,INFY.NS,1928.491943359375
2024-09-13,1922.21337890625,1936.550138509233,1913.8585569332765,1928.491866731105,3843127,INFY.NS,1922.21337890625
2024-09-16,1928.294189453125,1930.0244880464043,1911.2878744147433,1923.844850213264,1570181,INFY.NS,1928.294189453125
2024-09-17,1930.568359375,1936.4018409777289,1920.28541780197,1925.822349204047,2793127,INFY.NS,1930.568359375
2024-09-18,1870.8482666015625,1916.9236213164315,1860.1204396556486,1916.9236213164315,6385468,INFY.NS,1870.8482666015625
2024-09-19,1872.8751220703125,1903.2295750864566,1857.648591225943,1889.090515649771,7976570,INFY.NS,1872.8751220703125
2024-09-20,1884.295166015625,1893.441029998647,1846.3769324522514,1883.553609476461,15242974,INFY.NS,1884.295166015625
2024-09-23,1875.099853515625,1897.2971854419584,1857.3024962257978,1887.5086147933428,3636672,INFY.NS,1875.099853515625
2024-09-24,1877.2255859375,1889.3871611325649,1850.3318511156947,1866.744944603828,7277616,INFY.NS,1877.2255859375
2024-09-25,1873.962890625,1880.1918932386473,1855.6711623585454,1865.113576694678,4268341,INFY.NS,1873.962890625
2024-09-26,1878.8570556640625,1896.3577414391902,1871.6886758963662,1876.4346859520194,8952803,INFY.NS,1878.8570556640625
2024-09-27,1885.283935546875,1952.3700606285142,1881.8728236954225,1910.3485227967365,14908931,INFY.NS,1885.283935546875
2024-09-30,1854.484619140625,1879.84587760492,1849.4420586771876,1858.8351084272188,6986955,INFY.NS,1854.484619140625
2024-10-01,1882.910888671875,1887.4590779382527,1853.891333799346,1853.891333799346,4029072,INFY.NS,1882.910888671875
2024-10-03,1872.084228515625,1890.326471127003,1859.8238029111842,1868.228110367189,7503887,INFY.NS,1872.084228515625
2024-10-04,1896.5555419921875,1932.100769561233,1864.7674617056623,1868.277544177642,10001483,INFY.NS,1896.5555419921875
2024-10-07,1912.5238037109375,1920.1370692498308,1894.4792612218491,1901.548670352514,6112575,INFY.NS,1912.5238037109375
2024-10-08,1926.6134033203125,1935.907482195147,1884.8884156668553,1916.0832761654256,5637391,INFY.NS,1926.6134033203125
2024-10-09,1930.7659912109375,1954.7429853406854,1923.202090573065,1930.568291084163,4857163,INFY.NS,1930.7659912109375
2024-10-10,1897.39599609375,1941.8893883940204,1892.5511359040659,1935.8580860214163,4782119,INFY.NS,1897.39599609375
2024-10-11,1913.314697265625,1925.08075167961,1888.596146268198,1896.407232522595,4709431,INFY.NS,1913.314697265625
2024-10-14,1936.8468017578125,1947.32744321805,1909.3597248317858,1910.3979522497737,3751378,INFY.NS,1936.8468017578125
2024-10-15,1937.2423095703125,1969.030269309362,1929.7772589580218,1937.9343807135765,5353705,INFY.NS,1937.2423095703125
2024-10-16,1898.483642578125,1937.489590029349,1894.7758597802551,1932.9907652895117,3111512,INFY.NS,1898.483642578125
2024-10-17,1945.9432373046875,1955.7318079040856,1908.420524152391,1913.4135991715214,8162822,INFY.NS,1945.9432373046875
2024-10-18,1858.4395751953125,1915.0450588417807,1848.2061188848998,1872.4797850414136,10526196,INFY.NS,1858.4395751953125
2024-10-21,1831.891845703125,1877.4234656963636,1817.3079003655882,1869.81007944151,4654601,INFY.NS,1831.891845703125
2024-10-22,1830.7547607421875,1856.6598749420027,1826.157086057666,1837.280434151161,4125240,INFY.NS,1830.7547607421875
2024-10-23,1852.309326171875,1864.7674514965342,1823.2402866169718,1824.4762141431493,4311910,INFY.NS,1852.309326171875
2024-10-24,1842.3724365234375,1862.7899835717537,1839.0601748638333,1840.4444378443384,2906475,INFY.NS,1842.3724365234375
2024-10-25,1841.087158203125,1855.2260969140489,1825.613321185463,1842.471300498032,4689120,INFY.NS,1841.087158203125
2024-10-28,1844.3499755859375,1860.7137049405378,1836.0940035326346,1838.7635588134694,7018940,INFY.NS,1844.3499755859375
2024-10-29,1839.300048828125,1851.5999755859375,1829.0,1846.0,4621252,INFY.NS,1839.300048828125
2024-10-30,1802.0999755859375,1839.0,1796.3499755859375,1832.0,5919715,INFY.NS,1802.0999755859375
2024-10-31,1757.25,1787.9000244140625,1746.5,1787.9000244140625,7395236,INFY.NS,1757.25
2024-11-01,1760.8499755859375,1766.0,1752.050048828125,1764.5,371966,INFY.NS,1760.8499755859375
2024-11-04,1763.6500244140625,1767.0,1718.0,1724.5,7336722,INFY.NS,1763.6500244140625
2024-11-05,1754.199951171875,1768.449951171875,1745.0,1760.0,3160880,INFY.NS,1754.199951171875
2024-11-06,1823.699951171875,1827.199951171875,1762.6500244140625,1764.0,10421494,INFY.NS,1823.699951171875
2024-11-07,1803.050048828125,1825.699951171875,1787.0,1812.949951171875,4550965,INFY.NS,1803.050048828125
2024-11-08,1829.949951171875,1840.5999755859375,1813.1500244140625,1818.0,4210960,INFY.NS,1829.949951171875
2024-11-11,1860.0999755859375,1868.0,1822.550048828125,1829.0,3804234,INFY.NS,1860.0999755859375
2024-11-12,1868.800048828125,1881.0,1861.0,1871.0999755859375,5012450,INFY.NS,1868.800048828125
2024-11-13,1868.4000244140625,1873.199951171875,1856.300048828125,1861.0999755859375,4257495,INFY.NS,1868.4000244140625
2024-11-14,1864.550048828125,1876.0,1856.0,1865.5999755859375,4311431,INFY.NS,1864.550048828125
2024-11-18,1811.449951171875,1849.199951171875,1795.0,1849.199951171875,4839244,INFY.NS,1811.449951171875
2024-11-19,1824.75,1859.699951171875,1820.550048828125,1825.5,4669769,INFY.NS,1824.75
2024-11-21,1834.050048828125,1867.0,1820.5999755859375,1842.0,5436504,INFY.NS,1834.050048828125
2024-11-22,1902.25,1914.050048828125,1834.0,1854.0999755859375,6301486,INFY.NS,1902.25
2024-11-25,1889.699951171875,1919.300048828125,1882.0,1916.0,12764638,INFY.NS,1889.699951171875
2024-11-26,1924.1500244140625,1938.5999755859375,1897.300048828125,1904.949951171875,6850495,INFY.NS,1924.1500244140625
2024-11-27,1924.5,1941.4000244140625,1911.75,1930.0999755859375,4447143,INFY.NS,1924.5
2024-11-28,1856.6500244140625,1914.9000244140625,1851.6500244140625,1914.9000244140625,8468790,INFY.NS,1856.6500244140625
2024-11-29,1857.8499755859375,1877.0,1845.0,1851.0999755859375,5244346,INFY.NS,1857.8499755859375
2024-12-02,1879.800048828125,1882.800048828125,1835.199951171875,1859.0,2868263,INFY.NS,1879.800048828125
2024-12-03,1892.0999755859375,1899.75,1871.1500244140625,1887.0,4715792,INFY.NS,1892.0999755859375
2024-12-04,1889.25,1913.949951171875,1875.0,1884.0,4705573,INFY.NS,1889.25
2024-12-05,1934.8499755859375,1949.9000244140625,1888.949951171875,1900.0,9050038,INFY.NS,1934.8499755859375
2024-12-06,1922.4000244140625,1937.949951171875,1912.4000244140625,1932.800048828125,3573331,INFY.NS,1922.4000244140625
2024-12-09,1923.6500244140625,1930.199951171875,1897.199951171875,1924.199951171875,4274645,INFY.NS,1923.6500244140625
2024-12-10,1948.550048828125,1965.5999755859375,1932.0,1939.0,6174921,INFY.NS,1948.550048828125
2024-12-11,1974.1500244140625,1978.0,1952.0,1955.0,5025612,INFY.NS,1974.1500244140625
2024-12-12,1987.0,1998.800048828125,1970.550048828125,1975.199951171875,6462130,INFY.NS,1987.0
2024-12-13,1999.699951171875,2006.449951171875,1953.800048828125,1969.75,5362693,INFY.NS,1999.699951171875
2024-12-16,1980.050048828125,1999.5999755859375,1977.5999755859375,1995.449951171875,3119221,INFY.NS,1980.050048828125
2024-12-17,1976.5999755859375,1982.0,1958.0,1968.0,5811050,INFY.NS,1976.5999755859375
2024-12-18,1979.1500244140625,1984.949951171875,1961.5999755859375,1966.800048828125,3064095,INFY.NS,1979.1500244140625
2024-12-19,1946.199951171875,1959.75,1920.0,1934.0,5323592,INFY.NS,1946.199951171875
2024-12-20,1922.1500244140625,1979.949951171875,1911.25,1975.1500244140625,11056720,INFY.NS,1922.1500244140625
2024-12-23,1924.300048828125,1940.0,1909.0,1930.050048828125,2781793,INFY.NS,1924.300048828125
2024-12-24,1909.050048828125,1942.0,1840.0,1927.050048828125,2360544,INFY.NS,1909.050048828125
2024-12-26,1907.4000244140625,1919.75,1902.300048828125,1909.050048828125,3623321,INFY.NS,1907.4000244140625
2024-12-27,1916.75,1924.1500244140625,1903.9000244140625,1909.4000244140625,3937500,INFY.NS,1916.75
2024-12-30,1906.0,1916.0,1886.5,1915.699951171875,7789055,INFY.NS,1906.0
2024-12-31,1880.0,1897.0,1845.050048828125,1892.300048828125,3613063,INFY.NS,1880.0
2025-01-01,1882.5,1892.949951171875,1874.0,1874.0,1838368,INFY.NS,1882.5
2025-01-02,1957.8499755859375,1962.6500244140625,1885.300048828125,1887.0,7083645,INFY.NS,1957.8499755859375
2025-01-03,1938.75,1952.949951171875,1922.0,1952.949951171875,6218003,INFY.NS,1938.75
2025-01-06,1937.8499755859375,1973.0,1928.0,1952.0,7164403,INFY.NS,1937.8499755859375
2025-01-07,1930.8499755859375,1958.550048828125,1923.6500244140625,1945.0,4294832,INFY.NS,1930.8499755859375
2025-01-08,1933.1500244140625,1938.5999755859375,1888.75,1930.0,5482050,INFY.NS,1933.1500244140625
2025-01-09,1917.300048828125,1951.8499755859375,1910.550048828125,1934.050048828125,6833503,INFY.NS,1917.300048828125
2025-01-10,1966.949951171875,1977.800048828125,1932.25,1937.0,8036913,INFY.NS,1966.949951171875
2025-01-13,1962.199951171875,1982.800048828125,1949.0,1956.0,5804152,INFY.NS,1962.199951171875
2025-01-14,1940.050048828125,1971.800048828125,1931.0999755859375,1968.8499755859375,5792162,INFY.NS,1940.050048828125
2025-01-15,1949.6500244140625,1958.050048828125,1937.0999755859375,1947.0,2985439,INFY.NS,1949.6500244140625
2025-01-16,1928.449951171875,1966.949951171875,1916.8499755859375,1965.949951171875,7533579,INFY.NS,1928.449951171875
2025-01-17,1815.449951171875,1858.0,1812.0,1851.0,16409953,INFY.NS,1815.449951171875
2025-01-20,1813.300048828125,1827.949951171875,1793.1500244140625,1822.949951171875,4333011,INFY.NS,1813.300048828125
2025-01-21,1800.699951171875,1831.6500244140625,1793.050048828125,1819.050048828125,7169109,INFY.NS,1800.699951171875
2025-01-22,1856.449951171875,1865.800048828125,1805.1500244140625,1807.4000244140625,8373913,INFY.NS,1856.449951171875
2025-01-23,1865.449951171875,1879.550048828125,1852.699951171875,1858.0,5907471,INFY.NS,1865.449951171875
2025-01-24,1875.449951171875,1894.9000244140625,1864.25,1865.5,4887027,INFY.NS,1875.449951171875
2025-01-27,1822.0,1863.0,1812.0,1848.75,7652371,INFY.NS,1822.0
2025-01-28,1829.75,1863.5,1824.9000244140625,1830.0,6999495,INFY.NS,1829.75
2025-01-29,1881.25,1888.6500244140625,1840.5,1845.0,5145155,INFY.NS,1881.25
2025-01-30,1859.949951171875,1887.199951171875,1844.0,1873.1500244140625,7336056,INFY.NS,1859.949951171875
2025-01-31,1879.800048828125,1897.449951171875,1871.0,1871.0,5820470,INFY.NS,1879.800048828125
2025-02-01,1851.3499755859375,1890.5999755859375,1846.0,1880.300048828125,1701402,INFY.NS,1851.3499755859375
2025-02-03,1863.300048828125,1876.550048828125,1832.4000244140625,1836.0,4823228,INFY.NS,1863.300048828125
2025-02-04,1898.800048828125,1911.199951171875,1875.0,1889.0,7334787,INFY.NS,1898.800048828125
2025-02-05,1897.050048828125,1919.699951171875,1894.300048828125,1906.0,4996744,INFY.NS,1897.050048828125
2025-02-06,1915.6500244140625,1924.0,1900.0,1917.0,4765255,INFY.NS,1915.6500244140625
2025-02-07,1903.6500244140625,1923.699951171875,1889.449951171875,1919.300048828125,4126260,INFY.NS,1903.6500244140625
2025-02-10,1880.300048828125,1905.0,1878.5999755859375,1905.0,3828734,INFY.NS,1880.300048828125
2025-02-11,1875.6500244140625,1903.0,1870.0,1883.0999755859375,4411601,INFY.NS,1875.6500244140625
2025-02-12,1863.1500244140625,1894.5999755859375,1847.0,1885.0,5633947,INFY.NS,1863.1500244140625
2025-02-13,1843.25,1873.5,1835.6500244140625,1868.5,5237744,INFY.NS,1843.25
2025-02-14,1856.4000244140625,1859.300048828125,1828.3499755859375,1854.0,5292961,INFY.NS,1856.4000244140625
2025-02-17,1842.300048828125,1852.75,1822.1500244140625,1838.550048828125,4428956,INFY.NS,1842.300048828125
2025-02-18,1851.949951171875,1861.6500244140625,1837.5999755859375,1842.300048828125,4365260,INFY.NS,1851.949951171875
2025-02-19,1810.800048828125,1849.199951171875,1805.9000244140625,1847.4000244140625,4611411,INFY.NS,1810.800048828125
2025-02-20,1825.1500244140625,1831.0,1805.550048828125,1805.550048828125,2218020,INFY.NS,1825.1500244140625
2025-02-21,1815.0,1829.8499755859375,1806.199951171875,1821.800048828125,3379879,INFY.NS,1815.0
2025-02-24,1764.0999755859375,1808.0,1750.25,1800.050048828125,7594720,INFY.NS,1764.0999755859375
2025-02-25,1767.699951171875,1778.449951171875,1745.1500244140625,1745.1500244140625,5092963,INFY.NS,1767.699951171875
2025-02-27,1764.300048828125,1775.8499755859375,1751.0999755859375,1755.199951171875,5757079,INFY.NS,1764.300048828125
2025-02-28,1687.699951171875,1755.0999755859375,1682.449951171875,1755.050048828125,12182167,INFY.NS,1687.699951171875
2025-03-03,1708.5999755859375,1728.5999755859375,1692.300048828125,1692.300048828125,7504969,INFY.NS,1708.5999755859375
2025-03-04,1688.300048828125,1699.0,1670.0,1695.0,6759673,INFY.NS,1688.300048828125
2025-03-05,1711.5,1732.949951171875,1692.449951171875,1692.449951171875,8180782,INFY.NS,1711.5
2025-03-06,1715.8499755859375,1722.300048828125,1691.0999755859375,1715.0,10610547,INFY.NS,1715.8499755859375
2025-03-07,1686.0,1705.0,1675.5,1703.0999755859375,8019331,INFY.NS,1686.0
2025-03-10,1701.449951171875,1719.0,1676.199951171875,1686.0,7558981,INFY.NS,1701.449951171875
